"","1998-06-26","1998-09-28","1998-12-29","1999-03-30","1999-06-28","1999-09-28","1999-12-29","2000-03-30","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-06-27","2001-09-27","2001-12-27","2002-03-27","2002-06-26","2002-09-27","2002-12-27","2003-03-28","2003-06-27","2003-09-29","2003-12-29","2004-03-30","2004-06-29","2004-09-29","2004-12-29","2005-03-30","2005-06-28","2005-09-29","2005-12-28","2006-03-29","2006-06-28","2006-09-28","2006-12-27","2007-03-29","2007-06-27","2007-09-26","2007-12-27","2008-03-28","2008-06-26","2008-10-01","2008-12-24","2009-03-30","2009-06-26","2009-09-24","2009-12-29","2010-03-29","2010-06-28","2010-09-29","2010-12-28","2011-03-30","2011-06-28","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-27","2013-03-26","2013-06-26","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-29","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.51,0.51,0.51,0.51,0.51,0.52,0.52,0.56,0.56,0.56,0.56,0.64,0.64,0.64,0.64,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.71,0.71,0.71,0.71,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.893,0.893,0.893,2.7,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.97,0.97,0.97,0.97,1.07,1.07,1.07,1.07,1.16,1.16,1.16,1.16,1.25,1.25,1.25,1.25,1.35,1.35,1.35
