"","2008-08-13","2008-11-14","2009-02-13","2009-05-14","2009-08-14","2009-11-16","2010-02-16","2010-05-14","2010-08-16","2010-11-16","2011-02-16","2011-05-16","2011-08-10","2011-11-16","2012-02-01","2012-04-18","2012-07-03","2012-11-14","2012-12-18","2013-05-22","2013-08-15","2013-11-13","2014-01-30","2014-05-08","2014-08-07","2014-11-06","2015-02-05","2015-05-07","2015-08-06","2015-11-05","2016-02-04","2016-05-05","2016-08-04"
"Dividend",0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.31,0.31,0.31,0.31,0.34,0.34,0.34,0.34,0.375,0.375
