"","1985-09-06","1985-12-02","1986-03-03","1986-06-02","1986-09-08","1986-12-01","1987-03-06","1987-06-05","1987-09-04","1987-12-07","1988-03-07","1988-06-06","1988-09-02","1988-12-05","1989-03-06","1989-06-05","1989-09-01","1989-12-04","1990-03-05","1990-06-04","1990-09-04","1990-12-03","1991-03-04","1991-06-03","1991-09-09","1991-12-02","1992-03-02","1992-06-01","1992-09-04","1992-11-30","1993-03-01","1993-05-28","1993-09-03","1993-11-29","1994-02-28","1994-05-27","1994-09-02","1994-11-28","1995-02-27","1995-05-26","1995-09-06","1995-11-29","1996-03-20","1996-06-05","1996-09-04","1996-12-04","1997-03-05","1997-06-04","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-02","1998-12-02","1999-03-03","1999-06-21","1999-08-24","1999-09-01","1999-12-01","2000-03-01","2000-06-07","2000-08-30","2000-11-29","2001-03-07","2001-06-06","2001-09-05","2001-12-05","2002-03-06","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-09-03","2003-12-03","2004-03-03","2004-06-02","2004-09-01","2004-12-01","2004-12-20","2005-03-02","2005-06-01","2005-08-31","2005-11-29","2006-02-28","2006-05-30","2006-08-29","2006-11-28","2007-02-27","2007-05-29","2007-08-28","2007-11-27","2008-02-26","2008-05-27","2008-08-26","2008-11-24","2009-02-25","2009-06-04","2009-08-26","2009-11-24","2010-02-24","2010-03-31","2010-06-02","2010-08-25","2010-11-23","2010-12-03","2011-02-23","2011-06-03","2011-06-15","2011-08-24","2011-11-22","2011-12-08","2012-02-22","2012-06-06","2012-08-21","2012-11-21","2013-02-20","2013-06-05","2013-08-21","2013-11-21","2014-02-19","2014-06-04","2014-08-20","2014-11-19","2015-02-18","2015-06-03","2015-08-19","2015-11-18","2016-02-17","2016-06-01","2016-08-17"
"Dividend",0.00667,0.00667,0.01,0.00667,0.01,0.01,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.045,0.045,0.045,0.13,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.065,0.065,0.065,0.065,0.075,0.075,1.1785,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,1.23,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,1,0.15,0.15,0.15,3,0.2,0.2,1,0.2,0.2,2,0.25,0.25,1.25,0.25,0.3,0.3,0.3,0.3,1.34,0.34,0.34,0.34,2.5,0.5,0.5,0.5,2.6,0.6,0.6
