"","1987-11-25","1988-02-24","1988-08-24","1988-11-23","1989-02-23","1989-05-24","1989-08-23","1989-11-27","1990-02-22","1990-05-23","1990-08-22","1990-12-05","1991-02-27","1991-05-24","1991-08-27","1991-11-27","1992-02-10","1992-05-11","1992-08-24","1992-11-25","1993-02-12","1993-05-10","1993-08-23","1993-11-24","1994-02-18","1994-05-23","1994-08-22","1994-11-28","1995-02-17","1995-05-22","1995-08-23","1995-11-29","1996-02-21","1996-05-22","1996-08-22","1996-11-27","1997-02-19","1997-05-21","1997-08-21","1997-09-17","1997-11-26","1998-02-18","1998-05-20","1998-08-27","1998-11-27","1999-02-25","1999-05-19","1999-08-26","1999-12-13","2000-07-13","2012-04-12","2012-06-07","2012-09-06","2012-12-06","2013-03-07","2013-06-06","2013-09-05","2013-12-27","2014-03-06","2014-06-05","2014-09-04","2014-12-29","2015-03-05","2015-06-04","2015-09-10","2015-12-29","2016-03-10","2016-06-09","2016-09-08"
"Dividend",0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.03333,0.03333,0.03333,0.03333,0.03333,0.03333,0.04,0.25,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,90.803001,0.195,0.195,0.195,0.195,0.215,0.215,0.215,0.215,0.28,0.28,0.28,0.28,0.33,0.33,0.33,0.33,0.33,0.33,0.33
