"","2014-06-04","2014-09-10","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-01","2016-08-31"
"Dividend",0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16
