"","1998-03-06","1998-06-08","1998-09-08","1998-12-07","1999-03-08","1999-06-07","1999-09-03","1999-12-06","2000-03-07","2000-06-06","2000-09-07","2000-12-07","2001-03-06","2001-06-06","2001-09-07","2001-12-06","2002-03-07","2002-06-06","2002-09-09","2002-12-09","2003-03-10","2003-06-09","2003-09-08","2003-12-08","2004-03-08","2004-06-07","2004-09-07","2004-12-06","2005-03-07","2005-06-06","2005-09-06","2005-12-05","2006-03-06","2006-06-05","2006-09-05","2006-12-04","2007-03-05","2007-06-04","2007-09-04","2007-12-03","2008-03-03","2008-06-09","2008-09-08","2008-12-08","2009-03-09","2009-06-08","2009-09-08","2009-12-07","2010-03-08","2010-06-07","2010-09-07","2010-12-06","2011-03-07","2011-06-06","2011-09-06","2011-12-05","2012-03-12","2012-06-11","2012-09-10","2012-12-10","2013-03-11","2013-06-10","2013-09-09","2013-12-09","2014-03-10","2014-06-09","2014-09-08","2014-12-08","2015-03-09","2015-06-08","2015-09-08","2015-12-07","2016-03-07","2016-06-06","2016-09-06"
"Dividend",0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.425,0.425,0.425,0.425
