"","1998-02-04","1998-05-05","1998-08-05","1998-11-04","1999-02-03","1999-05-05","1999-08-04","1999-11-03","2000-02-03","2000-05-03","2000-08-03","2000-11-03","2001-02-05","2001-05-03","2001-08-07","2001-11-08","2002-02-05","2002-05-03","2002-08-05","2002-11-05","2003-02-05","2003-05-05","2003-08-05","2003-11-05","2004-02-04","2004-05-05","2004-08-04","2004-11-03","2005-02-03","2005-05-04","2005-08-03","2005-11-03","2006-02-03","2006-05-03","2006-08-03","2006-11-03","2007-02-05","2007-05-03","2007-08-03","2007-11-05","2008-02-05","2008-05-05","2008-08-05","2008-11-05","2009-02-04","2009-05-05","2009-08-05","2009-11-04","2010-02-03","2010-05-05","2010-08-04","2010-11-03","2011-02-03","2011-02-28","2011-03-01","2011-05-04","2011-08-03","2011-11-03","2012-02-03","2012-05-03","2012-08-03","2012-11-05","2013-02-05","2013-05-03","2013-08-05","2013-11-05","2014-02-05","2014-05-05","2014-08-05","2014-11-05","2015-02-04","2015-05-05","2015-08-05","2015-11-04","2016-02-03","2016-05-04","2016-08-03"
"Dividend",0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.413,0.413,0.413,0.43,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.525,0.025,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
