"","2001-12-20","2002-03-13","2002-06-26","2002-09-12","2002-12-19","2003-03-12","2003-06-25","2003-09-11","2003-12-18","2004-03-11","2004-06-23","2004-09-10","2004-12-20","2005-03-11","2005-06-24","2005-09-02","2005-12-22","2006-03-13","2006-06-26","2006-09-07","2006-12-22","2007-03-13","2007-06-26","2007-09-06","2007-12-21","2008-03-12","2008-06-25","2008-09-22","2008-12-23","2009-03-23","2009-06-26","2009-09-28","2009-12-28","2010-03-29","2010-06-28","2010-09-28","2010-12-29","2011-03-29","2011-06-28","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-17","2012-10-02","2012-12-27","2013-03-27","2013-06-27","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-29","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.205,0.205,0.205,0.205,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,14.173,0.13,0.26,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.19
