"","1987-11-09","1988-05-10","1988-08-09","1988-11-01","1989-02-09","1989-05-09","1989-08-09","1989-11-09","1990-02-09","1990-05-09","1990-08-09","1990-11-08","1991-02-11","1991-05-09","1991-08-09","1991-11-08","1992-02-10","1992-05-11","1992-08-10","1992-11-09","1993-02-08","1993-05-10","1993-08-10","1993-11-08","1994-02-09","1994-05-10","1994-08-09","1994-11-08","1995-02-09","1995-05-09","1995-08-11","1995-11-13","1996-02-13","1996-05-13","1996-08-13","1996-11-13","1997-02-12","1997-05-13","1997-08-13","1997-11-12","1998-02-11","1998-05-13","1998-08-12","1998-11-10","1999-02-10","1999-05-12","1999-08-11","1999-11-10","2000-02-11","2000-05-11","2000-08-11","2000-11-13","2001-02-13","2001-08-13","2001-11-13","2002-02-13","2002-05-13","2002-08-13","2002-10-01","2002-11-13","2003-02-12","2003-05-13","2003-08-13","2003-11-12","2004-02-11","2004-05-12","2004-08-11","2004-11-10","2005-02-11","2005-05-11","2005-08-11","2005-11-10","2006-02-13","2006-05-11","2006-08-11","2006-11-13","2007-02-13","2007-05-11","2007-08-13","2007-11-13","2008-02-13","2008-05-13","2008-08-13","2008-11-12","2009-02-11","2009-05-13","2009-08-12","2009-11-10","2010-02-10","2010-05-12","2010-08-11","2010-11-10","2011-02-11","2011-05-11","2011-08-11","2011-11-10","2012-02-13","2012-05-11","2012-08-13","2012-11-13","2013-02-13","2013-05-13","2013-08-13","2013-11-13","2014-02-12","2014-05-13","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-11"
"Dividend",0.025,0.025,0.025,0.02625,0.02625,0.02625,0.02625,0.0275,0.0275,0.0275,0.0275,0.02875,0.02875,0.02875,0.02875,0.02875,0.02875,0.02875,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.04,4.59,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.15,0.15,0.5,0.5,0.625,0.625,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.7
