"","1992-09-02","1993-02-23","1993-07-19","1993-11-04","1994-11-04","2012-10-26","2013-01-30","2013-04-29","2013-07-30","2013-10-30","2014-01-30","2014-04-29","2014-07-30","2014-10-30","2015-01-30","2015-05-01","2015-07-30","2015-10-29","2016-01-29","2016-04-28","2016-07-28"
"Dividend",0.01667,0.025,0.04167,0.04167,0.042,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.11,0.11,0.11
