"","2011-05-03","2011-08-15","2011-11-22","2012-03-08","2012-05-17","2012-08-30","2012-11-15","2013-02-21","2013-05-30","2013-09-19","2013-11-21","2014-02-27","2014-04-24","2014-08-21","2014-11-20","2015-02-26","2015-08-21","2015-11-19","2016-02-25","2016-05-20"
"Dividend",0.1,0.2,4.75,0.25,0.4,0.4,3.15,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.78,0.78,0.78,0.85
