"","2013-03-04","2013-06-03","2013-08-26","2013-11-21","2014-03-04","2014-06-03","2014-08-26","2014-11-21","2015-03-03","2015-06-02","2015-08-25","2015-11-20","2016-03-01","2016-05-31","2016-08-23"
"Dividend",0.16,0.16,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.31,0.31
