"","1987-04-28","1987-07-28","1987-10-27","1988-01-26","1988-04-26","1988-07-26","1988-10-26","1989-01-26","1989-04-25","1989-07-26","1993-10-26","1994-01-26","1994-04-26","1994-07-26","1994-10-26","1995-01-26","1995-04-25","1995-07-28","1995-10-30","1996-01-30","1996-04-29","1996-07-30","1996-10-30","1997-01-30","1997-04-30","1997-07-30","1997-10-30","1998-01-29","1998-04-29","1998-07-30","1998-10-29","1999-01-28","1999-04-29","1999-07-29","1999-10-28","2000-01-28","2000-04-27","2000-07-28","2000-10-30","2001-01-30","2001-04-27","2001-07-30","2001-10-30","2002-01-30","2002-04-29","2002-07-30","2002-10-30","2003-01-30","2003-04-29","2003-07-30","2003-10-30","2004-01-29","2004-04-29","2004-07-29","2004-10-28","2005-01-28","2005-04-28","2005-07-28","2005-10-28","2006-01-30","2006-04-27","2006-07-28","2006-10-30","2007-01-30","2007-04-27","2007-07-30","2007-10-30","2008-01-30","2008-04-29","2008-07-30","2008-10-30","2009-01-29","2009-04-29","2009-07-30","2009-10-29","2010-01-28","2010-04-29","2010-07-29","2010-10-28","2011-01-28","2011-04-28","2011-07-28","2011-10-28","2012-01-30","2012-04-27","2012-07-30","2012-10-31","2013-01-30","2013-04-29","2013-07-30","2013-10-31","2014-01-30","2014-05-01","2014-07-30","2014-10-30","2015-01-29","2015-04-30","2015-07-30","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.225,0.225,0.225,0.225,0.25,0.25,0.25,0.25,0.275,0.275,0.275,0.275,0.3,0.3,0.3,0.3,0.325,0.325,0.325,0.325,0.35,0.35,0.35,0.35,0.375,0.375,0.375,0.375,0.4,0.4,0.4,0.4,0.425,0.425,0.425,0.425,0.45,0.45,0.45,0.45,0.475,0.475,0.475,0.475,0.5,0.5,0.5,0.5,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.545,0.545,0.545,0.545,0.568,0.568,0.568,0.568,0.595,0.595,0.595,0.595,0.625,0.625,0.625,0.625
