"","1990-06-18","1990-09-17","1990-12-17","1991-03-18","1991-06-17","1991-09-16","1991-12-16","1992-03-16","1992-06-15","1992-09-14","1992-12-14","1993-03-15","1993-06-14","1993-09-13","1993-12-13","1994-03-14","1994-06-13","1994-09-12","1994-12-12","1995-03-13","1995-06-14","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-11","1997-09-10","1997-12-10","1998-03-11","1998-06-17","1998-09-16","1998-12-16","1999-03-17","1999-06-16","1999-09-15","1999-12-15","2000-03-22","2000-06-21","2000-09-20","2000-12-20","2001-03-21","2001-06-20","2001-09-19","2001-12-19","2002-03-20","2002-06-24","2002-09-23","2002-12-23","2003-03-24","2003-06-23","2003-09-22","2003-12-19","2004-03-22","2004-06-23","2004-09-22","2004-12-20","2005-03-22","2005-06-22","2005-09-21","2005-12-21","2006-03-22","2006-06-21","2006-09-20","2006-12-20","2007-03-21","2007-06-20","2007-09-19","2007-12-19","2008-03-18","2008-06-18","2008-09-17","2008-12-17","2009-03-18","2009-06-17","2009-09-16","2009-12-21","2010-03-22","2010-06-21","2010-09-20","2010-12-20","2011-03-21","2011-06-20","2011-09-19","2011-12-19","2012-03-19","2012-06-18","2012-09-17","2012-12-17","2013-03-18","2013-06-17","2013-09-16","2013-12-16","2014-03-17","2014-06-16","2014-09-15","2014-12-15","2015-03-16","2015-06-15","2015-09-14","2015-12-01","2015-12-14","2016-03-21","2016-06-20","2016-09-19"
"Dividend",0.05576,0.05576,0.05576,0.06216,0.06216,0.06216,0.06216,0.06947,0.0713,0.0713,0.0713,0.07679,0.07679,0.07679,0.07679,0.08775,0.08775,0.08775,0.08775,0,0.0979,0.0979,0.0979,0,0.11187,0.11187,0.11187,0.12396,0.12396,0.12396,0.12396,0.13908,0.13787,0.13787,0.13787,0.1542,0.1542,0.1542,0.1542,0.17234,0.17234,0.17234,0.17234,0.19048,0.19048,0.19048,0.19048,0.20227,0.20227,0.20227,0.20227,0.22676,0.22676,0.22676,0.22676,0.24943,0.2619,0.2619,0.2619,0.29048,0.305,0.305,0.305,0.335,0.335,0.335,0.335,0.355,0.355,0.355,0.355,0.39,0.39,0.39,0.39,0.39,0.39,0.395,0.395,0.395,0.395,0.4,0.4,0.4,0.4,0.403,0.403,0.403,0.403,0.408,0.407,0.407,0.407,0.42,0.42,0.44,0.44,0.44,0.44,0.46,0.46,0.46,0.46,0.46,0.48,0.48,0.48
