"","1988-01-26","1988-04-25","1988-08-01","1988-10-25","1989-05-24","1989-08-25","1989-11-24","1990-02-22","1990-05-24","1990-08-27","1990-11-26","1991-02-22","1991-05-24","1991-08-26","1991-11-22","1992-02-24","1992-05-22","1992-08-25","1992-11-23","1993-02-22","1993-05-24","1993-08-25","1993-11-23","1994-05-24","1994-08-25","1994-11-23","1995-02-22","1995-05-24","1995-08-29","1995-11-28","1996-02-27","1996-05-29","1996-08-28","1996-11-26","1997-02-26","1997-05-28","1997-08-27","1997-11-25","1998-02-25","1998-05-27","1998-08-27","1998-11-25","1999-02-24","1999-05-26","1999-08-27","1999-11-26","2000-02-25","2000-05-26","2000-08-29","2000-11-28","2001-02-26","2001-05-29","2001-08-29","2001-11-28","2002-02-26","2002-05-29","2002-08-28","2002-11-26","2003-02-26","2003-05-28","2003-08-27","2003-11-25","2004-02-25","2004-05-26","2004-08-27","2004-11-26","2005-02-24","2005-05-26","2005-08-29","2005-11-28","2006-02-24","2006-05-26","2006-08-29","2006-11-28","2007-02-26","2007-05-29","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-25","2009-02-25","2009-05-27","2009-08-27","2009-11-25","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-02-24","2011-06-02","2011-08-29","2011-11-28","2012-03-01","2012-05-30","2012-08-29","2012-11-28","2013-02-28","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-24","2015-02-25","2015-05-27","2015-07-29","2015-11-25","2016-03-03","2016-06-02","2016-08-29"
"Dividend",0.06,0.06,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0825,0.0825,0.0825,0.0825,0.0925,0.0925,0.0925,0.0925,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.24,0.28,0.28,0.28,0.28,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.37,0.37,0.37,0.37,0.41,0.41,0.41,0.41,0.41,0.41,0.41
