"","2014-10-23","2015-03-09","2015-05-22","2015-08-24","2015-10-06","2015-12-07","2016-03-07","2016-05-23","2016-08-22"
"Dividend",7.57,1.69,1.69,1.69,10.95,1.69,1.75,1.75,1.75
