"","1995-05-04","1995-08-04","1995-11-03","1996-02-02","1996-04-26","1996-08-01","1996-11-01","1997-01-31","1997-05-02","1997-08-01","1997-10-31","1998-02-05","1998-05-05","1998-08-11","1998-11-10","1999-02-08","1999-05-11","1999-08-10","1999-11-16","2000-02-07","2000-05-08","2000-08-07","2000-11-06","2001-02-06","2001-05-07","2001-08-06","2001-11-05","2002-02-06","2002-05-06","2002-08-06","2002-11-06","2003-02-06","2003-05-06","2003-08-06","2003-11-05","2004-02-06","2004-05-06","2004-08-06","2004-11-09","2005-02-08","2005-05-06","2005-08-08","2005-11-08","2006-02-08","2006-05-08","2006-08-08","2006-11-08","2007-02-08","2007-05-08","2007-08-08","2007-11-07","2008-02-07","2008-05-08","2008-08-07","2008-11-06","2009-02-06","2009-05-07","2009-08-07","2009-11-06","2010-02-10","2010-05-07","2010-08-09","2010-11-09","2011-02-09","2011-05-19","2011-08-10","2011-11-17","2012-02-08","2012-05-16","2012-08-08","2012-11-07","2013-02-07","2013-05-09","2013-08-01","2013-11-06","2014-02-06","2014-04-02","2014-05-08","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-08-07","2014-11-06","2015-02-05","2015-05-07","2015-08-06","2015-11-05","2016-02-11","2016-05-12","2016-08-04"
"Dividend",0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.375,0.375,0.375,0.375,0.375,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.3,0.3,0.3,0.3,0,0.3,0,0,0,0,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4
