"","1994-03-09","1994-06-09","1994-09-12","1994-12-12","1995-03-10","1995-06-14","1995-09-14","1995-12-14","1996-03-13","1996-06-12","1996-09-12","1996-12-12","1997-03-13","1997-06-12","1997-09-12","1997-12-11","1998-03-06","1998-06-11","1998-09-11","1998-12-11","1999-03-11","1999-06-11","1999-09-13","1999-12-13","2000-03-13","2000-06-13","2000-09-13","2000-12-13","2001-03-13","2001-06-13","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-11","2003-12-11","2004-03-11","2004-06-14","2004-09-13","2004-12-13","2005-03-11","2005-06-13","2005-09-13","2005-12-13","2006-03-13","2006-06-13","2006-09-13","2006-12-14","2007-03-13","2007-06-13","2007-09-13","2007-12-13","2008-03-13","2008-06-12","2008-09-11","2008-12-11","2009-03-12","2009-06-11","2009-09-10","2009-12-10","2010-03-11","2010-06-10","2010-09-09","2010-12-09","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-13","2013-03-13","2013-06-12","2013-09-11","2013-12-12","2014-03-12","2014-04-02","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-10","2015-12-10","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.44,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.225,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.235,0.235,0.235,0.26,0.26,0.26,0.26,0.26,0.3,0.3,0.3,0.3,0.35,0.35,0,0,0,0,0.35,0.35,0.4,0.4,0.4,0.4,0.46,0.46,0.46,0.46
