"","1990-05-25","1990-08-09","1990-11-14","1991-02-11","1991-05-09","1991-08-09","1991-11-08","1992-02-14","1992-05-11","1992-08-11","1992-11-09","1993-02-12","1993-05-10","1993-08-10","1993-11-08","1994-02-08","1994-05-10","1994-08-11","1994-11-09","1995-02-08","1995-05-12","1995-08-15","1995-11-14","1996-02-13","1996-05-15","1996-08-14","1996-11-13","1997-02-12","1997-05-14","1997-08-13","1997-11-12","1998-02-11","1998-05-20","1998-08-12","1998-11-10","1999-02-10","1999-05-19","1999-08-11","1999-11-09","2000-02-09","2000-05-17","2000-08-09","2000-11-08","2001-02-07","2001-05-16","2001-08-08","2002-02-06","2002-05-15","2002-08-08","2002-11-06","2003-02-05","2003-05-07","2003-08-06","2003-11-05","2004-02-04","2004-05-05","2004-08-04","2004-11-03","2005-02-03","2005-05-10","2005-08-09","2005-11-08","2006-02-08","2006-05-15","2006-08-07","2006-11-09","2007-02-07","2007-05-14","2007-08-08","2007-11-07","2008-02-05","2008-05-09","2008-08-06","2008-11-07","2009-02-03","2009-05-08","2009-08-04","2009-11-06","2010-02-01","2010-05-07","2010-08-03","2010-11-08","2011-01-26","2011-05-13","2011-08-10","2011-11-09","2012-01-12","2012-05-11","2012-07-31","2012-11-06","2013-01-28","2013-05-14","2013-08-02","2013-11-05","2014-01-29","2014-05-13","2014-08-01","2014-11-04","2015-01-28","2015-05-05","2015-08-03","2015-11-02","2016-01-27","2016-05-12","2016-08-08"
"Dividend",0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
