"","2011-03-07","2011-06-06","2011-09-02","2011-12-05","2012-03-05","2012-06-04","2012-08-31","2012-12-03","2013-03-11","2013-06-10","2013-09-09","2013-12-09","2014-03-10","2014-06-09","2014-09-08","2014-12-08","2015-03-09","2015-06-08","2015-09-04","2015-12-07","2016-03-07","2016-06-06","2016-09-02"
"Dividend",0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.32,0.35,0.35,0.35,0.35,0.39,0.39,0.39,0.39,0.45,0.45,0.45,0.45,0.5,0.5,0.5
