"","2008-06-26","2008-09-11","2008-12-23","2009-03-23","2009-06-22","2009-09-24","2009-12-23","2010-03-23","2010-06-22","2010-09-22","2010-12-21","2011-03-22","2011-06-21","2011-09-23","2011-12-20","2012-03-27","2012-06-25","2012-09-25","2012-12-20","2012-12-24","2013-03-26","2013-06-25","2013-09-24","2013-12-23","2014-03-25","2014-06-24","2014-09-23","2014-12-22","2015-03-24","2015-06-23","2015-09-28","2015-12-21","2016-03-22","2016-06-21","2016-09-26"
"Dividend",0.46,0.54,0.54,0.54,0.54,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.64,0.77,0.77,0.77,0.77,0.85,0.039,0.085,0.85,0.85,0.94,0.94,0.94,0.94,1,1,1,1,1.02,1.02,1.02,1.02,1.04
