"","1991-11-22","1992-11-27","1993-11-26","1994-04-26","1994-07-19","1994-09-26","1994-12-29","1995-03-30","1995-05-30","1995-08-09","1995-11-08","1995-12-26","1996-05-07"
"Dividend",0.005,0.005,0.005,0.0125,0.0125,0.0125,0.0125,0.025,0.025,0.025,0.025,0.025,0.025
