"","1985-09-09","1985-12-09","1986-03-10","1986-06-09","1986-09-08","1986-12-08","1987-03-09","1987-06-08","1987-09-04","1987-12-07","1988-03-07","1988-06-06","1988-09-12","1988-12-05","1989-03-06","1989-06-05","1989-09-11","1989-12-04","1990-03-05","1990-06-04","1990-09-10","1990-12-03","1991-03-11","1991-06-10","1991-09-09","1991-12-02","1992-03-09","1992-06-08","1992-09-14","1992-12-07","1993-03-08","1993-06-07","1993-09-13","1993-12-06","1994-03-07","1994-06-06","1994-09-12","1994-12-12","1995-03-06","1995-06-06","1995-09-13","1995-12-13","1996-03-06","1996-06-05","1996-09-11","1996-12-11","1997-03-05","1997-06-04","1997-09-10","1997-12-10","1998-03-04","1998-06-03","1998-09-09","1998-12-09","1999-03-03","1999-06-02","1999-09-08","1999-12-15","2000-03-01","2000-06-07","2000-09-13","2000-12-13","2001-03-07","2001-06-06","2001-09-12","2001-09-17","2001-12-12","2002-03-06","2002-06-05","2002-09-11","2002-12-10","2003-03-05","2003-06-04","2003-09-10","2003-12-10","2004-03-03","2004-06-02","2004-09-08","2004-12-15","2005-03-02","2005-06-01","2005-09-14","2005-12-14","2006-03-08","2006-06-07","2006-09-13","2006-12-13","2007-03-07","2007-06-06","2007-09-12","2007-12-12","2008-03-05","2008-06-04","2008-09-10","2008-12-10","2009-03-04","2009-06-03","2009-09-09","2009-12-09","2010-03-03","2010-06-02","2010-09-08","2010-12-08","2011-03-02","2011-06-01","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-05","2012-12-05","2013-03-06","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-04","2014-09-03","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-01","2016-09-07"
"Dividend",0.0925,0.105,0.105,0.105,0.105,0.115,0.115,0.115,0.115,0.125,0.125,0.125,0.125,0.135,0.135,0.135,0.135,0.15,0.15,0.15,0.15,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.16,0.16,0.16,0.16,0.165,0.165,0.165,0.165,0.17,0.17,0.17,0.17,0.175,0.175,0.175,0.175,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.4,0.4,0.4,0.4,0.4,0.4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.14,0.14,0.14,0.14,0.14
