"","2008-04-30","2009-04-29","2010-04-28","2011-04-27","2012-04-27","2013-04-26","2013-11-13","2014-05-05","2014-11-12","2015-05-04","2015-11-12","2016-04-29"
"Dividend",1.83,0.21,0.285,0.8,1.2,1.7,0.6,1.45,1,2,1.6,2
