"","2003-09-04","2003-12-01","2004-03-05","2004-06-03","2004-06-30","2004-08-31","2004-12-01","2005-03-03","2005-06-03","2005-08-31","2005-12-01","2006-03-03","2006-06-05","2006-08-31","2006-11-30","2007-03-05","2007-06-05","2007-08-29","2007-11-29","2008-03-05","2008-06-10","2008-08-28","2008-12-01","2009-03-05","2009-06-04","2009-08-31","2009-11-24","2010-03-04","2010-06-03","2010-08-31","2010-12-01","2011-03-03","2011-06-03","2011-08-31","2011-12-01","2012-03-05","2012-06-05","2012-08-30","2012-11-29","2013-03-05","2013-06-06","2013-08-29","2013-11-29","2014-03-05","2014-06-05","2014-08-28","2014-12-01","2015-03-04","2015-06-05","2015-08-31","2015-12-01","2016-03-03","2016-06-02","2016-08-31"
"Dividend",0.2,0.2,0.25,0.25,0,0.25,0.25,0.3,0.3,0.3,0.3,0.42,0.42,0.42,0.42,0.67,0.67,0.67,0.67,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,1,1,1,1,1.375,1.375,1.375,1.375,1.5,1.5,1.5,1.5,1.68,1.68,1.68,1.68,1.93,1.93,1.93,1.93,2.18,2.18,2.18,2.18,2.29,2.29,2.29
