"","2009-11-30","2010-03-10","2010-06-09","2010-09-08","2010-12-01","2011-03-09","2011-06-08","2011-09-07","2011-11-30","2012-03-14","2012-06-13","2012-09-12","2012-12-05","2013-03-13","2013-06-12","2013-09-11","2013-12-04","2014-03-12","2014-06-11","2014-09-10","2014-12-03","2015-03-11","2015-06-10","2015-09-09","2015-12-02","2016-03-09","2016-06-08","2016-09-14"
"Dividend",0.99188,0.09017,0.09017,0.09017,0.09919,0.09919,0.09919,0.09919,0.10821,0.10821,0.10821,0.10821,0.11722,0.11722,0.23445,0.23445,0.23445,0.23445,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.05,0.05
