"","2003-03-06","2003-06-06","2003-09-08","2003-12-08","2004-03-08","2004-06-08","2004-09-08","2004-12-08","2005-03-08","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-06","2007-12-06","2008-03-06","2008-06-06","2008-09-08","2008-09-23","2008-12-08","2009-03-06","2009-06-08","2009-09-08","2009-12-08","2010-03-08","2010-06-08","2010-09-08","2010-12-08","2011-03-08","2011-06-16","2011-09-07","2011-12-15","2012-03-07","2012-06-06","2012-09-06","2012-12-06","2012-12-13","2013-03-06","2013-06-06","2013-09-06","2013-12-06","2013-12-24","2014-03-06","2014-06-06","2014-09-08","2014-12-08","2014-12-24","2015-03-06","2015-06-08","2015-09-08","2015-12-08","2015-12-23","2016-03-08","2016-06-08","2016-09-07"
"Dividend",0.028,0.028,0.028,0.042,0.052,0.052,0.052,0.052,0.092,0.092,0.092,0.092,0.126,0.126,0.126,0.126,0.172,0.172,0.172,0.172,0.23,0.23,0.23,1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.28,0.28,0.28,0.28,1.046,0.446,0.45,0.45,1.3,0.45,0.45,0.45,0.45,2.6,0.47,0.47,0.47,0.47,2,0.5,0.5,0.5,0.5,2.9,0.6,0.6,0.6
