"","1983-08-24","1983-12-01","1984-02-27","1984-05-14","1984-08-27","1984-11-29","1985-02-25","1985-05-13","1985-08-26","1985-12-02","1986-02-25","1986-05-15","1986-08-25","1986-12-01","1987-02-24","1987-05-18","1987-08-24","1987-11-30","1988-02-24","1988-05-18","1988-08-23","1988-11-29","1989-02-27","1989-05-17","1989-08-22","1989-11-29","1990-02-26","1990-05-16","1990-08-27","1990-11-28","1991-02-25","1991-05-15","1991-08-26","1991-11-27","1992-02-25","1992-05-19","1992-08-26","1992-11-25","1993-02-23","1993-05-14","1993-08-25","1993-11-24","1994-02-23","1994-05-13","1994-08-24","1994-11-25","1995-02-27","1995-05-12","1995-08-28","1995-11-29","1996-02-29","1996-05-14","1996-08-28","1996-11-27","1997-02-27","1997-05-14","1997-08-28","1997-11-26","1998-02-26","1998-05-19","1998-08-28","1998-11-27","1999-02-25","1999-05-18","1999-08-30","1999-11-29","2000-02-25","2000-05-16","2000-08-28","2000-11-29","2001-02-28","2001-05-15","2001-08-29","2001-11-28","2002-02-27","2002-05-15","2002-08-28","2002-11-27","2003-02-26","2003-05-13","2003-08-27","2003-11-20","2004-02-25","2004-05-18","2004-08-25","2004-11-16","2005-02-24","2005-05-13","2005-08-26","2005-11-10","2006-03-01","2006-05-17","2006-08-24","2006-11-15","2007-02-28","2007-05-16","2007-08-29","2007-11-14","2008-02-22","2008-05-21","2008-08-27","2008-11-12","2009-02-25","2009-05-27","2009-08-26","2009-11-18","2010-02-24","2010-05-19","2010-08-25","2010-11-17","2011-02-23","2011-05-18","2011-08-24","2011-11-16","2012-02-29","2012-05-16","2012-08-29","2012-11-14","2013-02-27","2013-05-15","2013-08-28","2013-11-13","2014-02-26","2014-05-14","2014-08-27","2014-11-19","2015-02-25","2015-05-13","2015-08-26","2015-11-18","2016-02-24","2016-05-18","2016-08-24"
"Dividend",0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.75,0.9,0.9,0.9,0.9,1,1
