"","1982-03-08","1982-06-28","1982-09-27","1982-11-29","1983-03-07","1983-07-01","1983-10-07","1983-12-12","1984-03-08","1984-06-07","1984-09-13","1984-12-04","1985-03-05","1985-05-30","1985-09-10","1985-12-09","1986-03-12","1986-06-02","1986-09-15","1986-12-02","1987-03-09","1987-06-01","1987-09-16","1988-01-12","1988-04-13","1988-07-11","1988-10-07","1989-01-09","1989-04-10","1989-07-10","1989-10-06","1990-01-08","1990-04-06","1990-07-09","1990-10-05","1991-01-14","1991-04-08","1991-07-08","1991-10-07","1992-01-06","1992-04-06","1992-07-06","1992-10-05","1993-01-05","1993-04-05","1993-07-02","1993-10-06","1994-01-04","1994-04-11","1994-07-05","1994-10-07","1995-01-03","1995-04-07","1995-07-06","1995-10-11","1995-12-29","1996-04-10","1996-07-10","1996-10-09","1997-01-08","1997-04-09","1997-07-09","1997-10-15","1998-01-07","1998-04-07","1998-07-22","1998-10-07","1999-10-07","1999-11-12","2000-12-06","2001-12-05","2002-12-11","2003-12-10","2004-12-08","2005-12-08","2006-12-13","2007-06-13","2007-12-05","2008-12-11","2009-12-10","2010-12-09","2011-12-14","2012-12-06","2013-12-12","2014-12-11","2015-07-01","2015-12-10","2016-07-07"
"Dividend",0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00657,0.00657,0.00657,0.00657,0.00657,0.00657,0.00657,0.00657,0.00822,0.00822,0.00822,0.00822,0.00986,0.00986,0.00986,0.00986,0.01192,0.01192,0.01192,0.01192,0.01438,0.01438,0.01438,0.01438,0.01726,0.01709,0.01709,0.01709,0.02038,0.02038,0.02038,0.02038,0.02465,0.02465,0.02465,0.02465,0.02959,0.02959,0.02959,0.02959,0.03616,0.03616,0.03616,0.03616,0.04339,0.04339,0.04339,0.04339,0.05194,0.05128,0.05128,0.05227,0.2071,0.2071,0.2071,0.2071,0.2071,0.23669,0.26627,0.30572,0.47,0.35,0.35,0.35,0.4,0.6,0.75,0.86,1.15,0.66,0.71,0.71
