"","1994-03-17","1994-06-09","1994-09-09","1994-12-09","1995-03-09","1995-06-13","1995-09-13","1995-12-13","1996-03-06","1996-06-12","1996-09-12","1996-12-12","1997-03-06","1997-06-12","1997-09-11","1997-12-11","1998-03-12","1998-06-11","1998-09-11","1998-12-11","1998-12-29","1999-03-11","1999-06-11","1999-09-13","1999-12-13","2000-03-13","2000-06-13","2000-09-13","2000-12-13","2001-03-13","2001-06-13","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-11","2003-12-11","2004-03-15","2004-06-14","2004-09-13","2004-12-13","2005-03-11","2005-06-13","2005-09-13","2005-12-13","2006-03-13","2006-06-13","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-11","2008-12-11","2009-03-11","2009-06-11","2009-09-11","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-04-02","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-09-11","2014-12-11","2015-03-12","2015-06-12","2015-09-14","2015-12-11","2016-03-14","2016-06-13","2016-09-13"
"Dividend",0.025,0.025,0.025,0.025,0.025,0.025,0.0275,0.0275,0.0275,0.0275,0.035,0.035,0.035,0.035,0.045,0.045,0.045,0.045,0.045,0.05,0.195,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.065,0.065,0.065,0.13,0.13,0.065,0.065,0.065,0.07,0.07,0.07,0.07,0.07,0.0725,0.0725,0.0725,0.0725,0.075,0.075,0.075,0.08,0.08,0.0825,0.0825,0.09,0.09,0.105,0.105,0.105,0.105,0.12,0.12,0.12,0.12,0.125,0.125,0.125,0.125,0.14,0.14,0.14,0.14,0.165,0.165,0.165,0.175,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.24,0.275,0,0,0,0,0.275,0.275,0.275,0.29,0.29,0.29,0.29,0.305,0.305,0.305
