"","2004-05-20","2004-08-19","2004-11-18","2005-02-24","2005-05-19","2005-08-19","2005-11-23","2006-02-16","2006-05-25","2006-08-24","2006-11-22","2007-02-21","2007-02-22","2007-05-24","2007-08-23","2007-11-21","2008-02-21","2008-05-22","2008-08-21","2008-11-20","2009-02-19","2009-05-21","2009-08-27","2009-11-25","2010-02-18","2010-05-20","2010-08-26","2010-11-24","2011-02-24","2011-05-19","2011-08-25","2011-11-23","2012-02-23","2012-05-24","2012-08-23","2012-11-21","2013-02-21","2013-05-23","2013-08-22","2013-11-27","2014-02-20","2014-05-22","2014-08-21","2014-11-26","2015-02-19","2015-05-21","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-25"
"Dividend",0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0,0.1,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.3,0.3,0.5,0.5,0.5,0.5
