"","2009-04-06","2009-07-13","2009-10-09","2010-01-14","2010-04-12","2010-07-12","2010-10-04","2011-01-14","2011-04-11","2011-07-11","2011-10-07","2012-01-09","2012-04-09","2012-07-11","2012-10-10","2012-12-12","2013-07-10","2013-10-04","2014-01-03","2014-04-04","2014-07-07","2014-10-06","2015-01-05","2015-04-02","2015-07-06","2015-10-09","2016-01-04","2016-04-12","2016-07-01"
"Dividend",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.18,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15
