"","2013-01-11","2013-04-11","2013-07-11","2013-10-10","2014-01-13","2014-04-11","2014-07-11","2014-10-10","2015-01-13","2015-04-13","2015-07-13","2015-10-13","2016-01-13","2016-04-13","2016-07-13"
"Dividend",0.4,0.4,0.4,0.4,0.4,0.42,0.42,0.42,0.49,0.51,0.51,0.51,0.57,0.57,0.57
