"","1990-07-10","1991-10-09","1992-01-10","1992-04-10","1992-07-10","1992-10-09","1993-01-11","1993-04-12","1993-07-12","1993-10-08","1994-01-10","1994-04-11","1994-07-11","1994-10-07","1995-01-09","1995-04-10","1995-07-12","1995-10-11","1996-01-10","1996-04-10","1996-07-10","1996-10-09","1997-01-08","1997-04-16","1997-07-16","1997-10-15","1998-01-14","1998-04-15","1998-07-08","1998-10-14","1999-01-13","1999-04-14","1999-07-14","1999-10-13","2000-01-12","2000-04-12","2000-07-12","2000-10-11","2001-01-10","2001-04-10","2001-07-11","2001-10-10","2002-01-16","2002-04-10","2002-07-10","2002-10-09","2003-01-15","2003-04-09","2003-07-09","2003-10-15","2004-01-14","2004-04-14","2004-07-14","2004-10-13","2005-01-12","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-11","2007-10-10","2008-01-09","2008-04-10","2008-07-09","2008-10-15","2009-01-07","2009-04-07","2009-07-08","2009-10-14","2010-01-06","2010-04-07","2010-07-07","2010-10-13","2011-01-05","2011-04-06","2011-07-06","2011-10-12","2012-01-04","2012-04-04","2012-07-03","2012-10-03","2013-01-02","2013-02-06","2013-05-08","2013-08-07","2013-11-06","2014-02-12","2014-05-14","2014-08-06","2014-11-05","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-10"
"Dividend",0.055,0.06,0.06,0.06,0.065,0.065,0.075,0.075,0.085,0.085,0.085,0.085,0.1,0.1,0.1,0.1,0.115,0.115,0.115,0.115,0.135,0.135,0.135,0.135,0.155,0.155,0.155,0.155,0.175,0.175,0.175,0.175,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.26,0.26,0.26,0.26,0.29,0.29,0.29,0.29,0.32,0.32,0.32,0.32,0.35,0.35,0.35,0.35,0.38,0.38,0.38,0.38,0.42,0.42,0.42,0.42,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.27,0.27,0.27,0.27,0.28,0.3
