"","1990-11-27","1992-05-26","1992-08-28","1992-11-24","1993-02-23","1993-05-25","1993-09-07","1993-11-24","1994-05-25","1994-08-26","1995-11-29","1998-05-28","1998-11-27","2001-07-30","2004-08-16","2004-12-08","2005-03-16","2005-06-07","2005-09-07","2005-12-07","2006-03-07","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-05","2007-12-05","2008-03-06","2008-06-05","2008-09-05","2008-12-05","2009-03-05","2009-06-05","2009-09-04","2009-12-07","2010-03-05","2010-06-07","2010-09-07","2010-12-07","2011-03-07","2011-06-07","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-05","2012-12-05","2013-03-06","2013-06-05","2013-09-05","2013-12-05","2014-03-05","2014-06-05","2014-09-10","2014-12-10","2015-03-10","2015-05-26","2015-09-11","2015-12-11","2016-03-09","2016-06-13","2016-09-13"
"Dividend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.188,0.188,0.188,0.188,0.188,0.188,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.105,0.105,0.105,0.105,0.105,0.105,0.105
