"","2007-10-03","2007-12-31","2008-04-01","2008-06-27","2008-09-29","2008-12-30","2009-03-30","2009-06-29","2009-09-29","2009-12-29","2010-03-30","2010-07-02","2010-10-05","2010-12-27","2011-04-05","2011-07-05","2011-10-04","2011-12-27","2012-04-03","2012-07-02","2012-10-02","2012-12-31","2013-05-07","2013-08-06","2013-11-05","2014-02-04","2014-05-06","2014-08-05","2014-11-04","2015-02-03","2015-05-05","2015-08-04","2015-11-03","2016-02-02","2016-05-03","2016-08-02"
"Dividend",0.06,0.06,0.06,0.06,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.1,0.14,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.24,0.28,0.28,0.28,0.28,0.28,0.3
