"","2004-05-21","2004-08-23","2004-11-22","2005-02-23","2005-05-23","2005-08-23","2005-11-22","2006-02-23","2006-05-23","2006-08-23","2006-11-20","2007-02-22","2007-05-23","2007-08-22","2007-11-21","2008-02-21","2008-05-21","2008-08-21","2008-11-21","2009-02-23","2009-05-21","2009-08-21","2009-11-23","2010-02-23","2010-05-21","2010-08-23","2010-11-22","2011-02-23","2011-05-23","2011-08-23","2011-11-21","2012-02-22","2012-05-23","2012-08-22","2012-11-21","2013-02-21","2013-05-22","2013-08-22","2013-11-21","2014-02-21","2014-05-21","2014-08-21","2014-11-21","2015-02-23","2015-05-20","2015-08-21","2015-11-23","2016-02-23","2016-05-23","2016-08-23"
"Dividend",0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.22,0.22,0.22
