"","2003-09-26","2003-12-30","2004-03-30","2004-06-29","2004-09-29","2004-12-30","2005-03-30","2005-06-29","2005-09-29","2005-12-28","2006-03-30","2006-06-29","2006-09-28","2006-12-28","2007-03-29","2007-06-28","2007-09-27","2007-12-28","2008-03-28","2008-06-27","2008-09-29","2008-12-30","2009-03-30","2009-06-29","2009-09-29","2009-12-30","2010-03-30","2010-06-29","2010-09-29","2010-12-30","2011-03-30","2011-06-29","2011-09-29","2011-12-29","2012-03-29","2012-06-28","2012-09-27","2012-12-28","2013-03-27","2013-06-27","2013-09-27","2013-12-30","2014-03-28","2014-06-27","2014-09-29","2014-12-30","2015-03-30","2015-06-29","2015-09-29","2015-12-30","2016-03-30","2016-06-29","2016-09-29"
"Dividend",0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.09333,0.09333,0.09333,0.09333,0.10667,0.10667,0.071,0.107,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.235,0.235,0.235,0.235,0.26,0.26,0.26,0.26,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.32
