"","1993-09-09","1993-12-02","1994-03-14","1994-06-02","1994-09-01","1994-12-02","1995-03-03","1995-06-02","1995-08-17","1995-11-28","1996-02-27","1996-05-29","1996-08-28","1996-11-25","1997-02-26","1997-05-28","1997-08-27","1997-11-24","1998-02-25","1998-05-27","1998-08-27","1998-11-25","1999-02-24","1999-05-26","1999-08-27","1999-11-26","2000-02-25","2000-05-26","2000-06-28","2000-08-29","2000-11-28","2001-02-26","2001-05-29","2001-08-29","2001-11-28","2002-02-26","2002-05-29","2002-08-28","2002-11-26","2003-02-26","2003-05-28","2003-08-27","2003-11-25","2004-02-25","2004-05-26","2004-08-27","2004-11-26","2005-03-09","2005-05-26","2005-08-29","2005-11-28","2006-03-08","2006-05-26","2006-08-29","2006-11-28","2007-03-07","2007-05-30","2007-08-29","2007-11-28","2008-03-12","2008-05-28","2008-08-27","2008-11-25","2009-03-11","2009-05-27","2009-08-27","2009-11-25","2010-03-10","2010-05-26","2010-08-27","2010-11-26","2011-03-09","2011-05-26","2011-08-29","2011-11-28","2012-03-01","2012-05-30","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-27","2014-04-02","2014-05-16","2014-05-20","2014-05-28","2014-06-05","2014-06-11","2014-08-27","2014-11-25","2015-02-26","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-06-01","2016-08-29"
"Dividend",0.09,0.09,0.09,0.09,0.09,0.09,0.0975,0.0975,0.0975,0.0975,0.106,0.106,0.106,0.106,0.12,0.12,0.12,0.12,0.135,0.135,0.135,0.135,0.15,0.15,0.15,0.15,0.17,0.17,0,0.17,0.17,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.28,0.28,0.28,0.28,0.32,0.32,0.32,0.32,0.35,0.35,0.35,0.35,0.38,0.38,0.38,0.38,0.41,0.41,0.41,0.41,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.28,0,0,0,0.28,0,0,0.28,0.28,0.3,0.3,0.3,0.3,0.33,0.33,0.33
