"","1985-03-04","1985-06-03","1985-08-30","1985-12-02","1986-03-03","1986-06-02","1986-08-29","1986-12-01","1987-03-02","1987-06-01","1987-08-31","1987-11-30","1988-02-29","1988-06-06","1988-09-02","1988-12-05","1989-03-06","1989-06-05","1989-09-01","1989-12-04","1990-03-05","1990-06-04","1990-08-31","1990-12-03","1991-03-04","1991-06-03","1991-08-30","1991-12-02","1992-03-02","1992-06-01","1992-08-31","1992-11-30","1993-03-01","1993-05-28","1993-09-03","1993-12-06","1994-02-28","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-06","1995-12-06","1996-03-06","1996-06-05","1996-09-04","1996-12-04","1997-03-05","1997-06-04","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-02","1998-12-02","1999-03-03","1999-06-02","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-06","2000-12-06","2001-03-07","2001-06-06","2001-09-05","2001-12-05","2002-03-06","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-09-03","2003-12-03","2004-03-03","2004-06-02","2004-09-08","2004-12-01","2004-12-08","2005-03-02","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-03-07","2007-06-06","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-02","2010-03-03","2010-06-02","2010-09-08","2010-12-08","2011-03-02","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-05","2012-12-05","2013-03-06","2013-06-05","2013-09-04","2013-12-04","2014-03-05","2014-06-04","2014-09-03","2014-12-03","2015-03-04","2015-06-03","2015-09-02","2015-12-02","2016-03-02","2016-06-08","2016-09-07"
"Dividend",0.06951,0.06951,0.06951,0.06951,0.0743,0.0743,0.0743,0.0743,0.08629,0.08629,0.08629,0.08629,0.09588,0.09588,0.09588,0.09588,0.1558,0.1558,0.1558,0.1558,0.16299,0.16299,0.16299,0.16299,0.17737,0.17737,0.17737,0.19655,0.19655,0.19655,0.19655,0.19655,0.19655,0.20709,0.20614,0.20614,0.21093,0.21093,0.21093,0.21093,0.21572,0.21572,0.21572,0.21572,0.22052,0.22052,0.22052,0.22052,0.23011,0.23011,0.23011,0.23011,0.23969,0.23969,0.23969,0.23969,0.24928,0.24928,0.24928,0.24928,0.25887,0.25887,0.25887,0.25887,0.26846,0.26846,0.26846,0.26846,0.28763,0.28763,0.28763,0.28763,0.32598,0.32598,0.32598,0.32598,0.38351,0.38351,0.38351,1.02589,0.38351,0.43145,0.43145,0.43145,0.43145,0.4698,0.4698,0.4698,0.4698,0.50815,0.50815,0.50815,0.50815,0.55609,0.55609,0.55609,0.55609,0.57526,0.57526,0.57526,0.57526,0.63279,0.63279,0.63279,0.63279,0.67114,0.67114,0.67114,0.67114,0.70949,0.70949,0.70949,0.70949,0.77661,0.77661,0.77661,0.77661,0.80537,0.80537,0.80537,0.84,0.88,0.88,0.88,0.88,0.92,0.92,0.92
