"","1988-08-26","1988-11-25","1989-05-25","1990-03-02","1990-06-01","1990-08-30","1990-11-30","1991-03-01","1991-05-31","1991-08-29","1991-11-29","1992-03-02","1992-06-01","1992-08-28","1992-11-27","1993-03-01","1993-05-28","1993-08-30","1993-11-26","1993-12-20","1994-05-27","1994-08-29","1994-11-25","1995-02-27","1995-05-26","1995-08-30","1995-12-05","1996-03-05","1996-06-05","1996-09-04","1996-12-03","1997-03-04","1997-06-04","1997-09-03","1997-12-02","1998-03-03","1998-06-02","1998-09-01","1998-12-01","1999-03-02","2008-03-31","2008-07-07","2008-10-06","2009-01-05","2009-04-06","2009-07-06","2009-10-05","2010-01-04","2010-04-05","2010-07-02","2010-10-04","2011-01-03","2011-04-04","2011-07-01","2011-10-03","2011-12-30","2012-04-02","2012-06-29","2012-10-01","2012-12-28","2013-04-01","2013-07-01","2013-09-30","2013-12-30","2014-03-31","2014-06-30","2014-09-29","2015-01-05","2015-03-30","2015-06-29","2015-10-05","2016-01-04","2016-04-04","2016-07-01"
"Dividend",0.00444,0.00444,0.00444,0.00667,0.00667,0.00667,0.00667,0.00667,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00778,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.063,0.063,0.063,0.063,0.068,0.068,0.068,0.095,0.095,0.095,0.095,0.095,0.113,0.113,0.113,0.113,0.163,0.163,0.163,0.163,0.195,0.195,0.195,0.195,0.225,0.225,0.225,0.225,0.25,0.25,0.25,0.25,0.275,0.275
