"","1982-03-25","1982-06-24","1982-09-24","1982-12-23","1983-03-25","1983-06-24","1983-09-26","1983-12-23","1984-03-26","1984-06-25","1984-09-24","1984-12-24","1985-03-25","1985-06-24","1985-09-24","1985-12-24","1986-03-24","1986-06-24","1986-09-24","1986-12-24","1987-03-25","1987-06-24","1987-09-14","1987-09-24","1987-12-24","1988-03-25","1988-06-24","1988-09-20","1988-12-23","1989-03-27","1989-06-26","1989-09-25","1989-12-22","1990-03-26","1990-06-25","1990-09-24","1990-12-24","1991-03-22","1991-06-24","1991-09-24","1991-12-24","1992-03-25","1992-06-24","1992-09-24","1992-12-24","1993-03-25","1993-06-24","1993-09-24","1993-12-27","1994-03-25","1994-06-24","1994-09-26","1994-12-23","1995-03-27","1995-06-28","1995-09-27","1995-12-27","1996-03-27","1996-06-26","1996-09-26","1996-12-27","1997-03-26","1997-06-26","1997-09-26","1997-12-29","1998-03-27","1998-06-26","1998-09-28","1998-12-29","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-11-13","2001-10-18","2001-11-28","2002-01-17","2002-04-18","2002-07-18","2002-10-18","2003-01-17","2003-04-17","2003-07-18","2003-10-20","2004-01-20","2004-04-20","2004-07-20","2004-10-20","2005-01-19","2005-04-20","2005-07-20","2005-10-20","2006-01-19","2006-04-19","2006-07-19","2006-10-19","2007-01-18","2007-04-19","2007-07-19","2007-10-18","2008-01-17","2008-02-22","2008-04-18","2008-07-18","2008-10-20","2009-01-20","2009-04-20","2009-07-20","2009-10-20","2010-01-20","2010-04-20","2010-07-20","2010-10-20","2011-01-19","2011-04-19","2011-07-20","2011-10-19","2012-01-19","2012-04-19","2012-07-19","2012-10-18","2013-01-17","2013-04-18","2013-07-18","2013-10-18","2014-01-17","2014-04-17","2014-07-18","2014-10-20","2015-01-20","2015-04-20","2015-07-20","2015-10-20","2016-01-20","2016-04-20","2016-07-20"
"Dividend",0.02597,0.02597,0.02597,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.01212,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.06061,0.04329,0.07792,0.04762,0.04762,0.04762,0.04762,0.04762,0.05,0.05,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
