"","2003-11-26","2004-11-29","2005-11-29","2006-11-29","2007-08-13","2008-11-26","2009-11-27","2010-04-13","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-14","2013-09-12","2013-12-12","2014-03-13","2014-06-13","2014-09-11","2014-12-11","2015-06-12","2015-09-11","2015-12-11","2016-03-14","2016-06-16","2016-09-13"
"Dividend",0.25,0.25,0.25,0.5,0.75,0.75,0.75,1.501,0.8,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.48,0.48,0.48,0.51,0.51,0.51,0.51,0.51,0.51
