"","2004-07-14","2004-10-13","2005-01-12","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-03-07","2007-07-11","2007-10-10","2008-01-09","2008-04-09","2008-07-09","2008-10-15","2009-01-14","2009-04-07","2009-07-15","2009-10-14","2010-01-13","2010-04-14","2010-07-14","2010-10-13","2011-01-12","2011-04-13","2011-07-13","2011-10-12","2012-01-11","2012-04-11","2012-07-11","2012-10-10","2013-01-09","2013-04-10","2013-07-10","2013-10-09","2014-01-15","2014-04-09","2014-07-09","2014-10-15","2015-01-14","2015-04-08","2015-07-15","2015-10-14","2016-01-13","2016-04-13","2016-07-13"
"Dividend",0.05,0.05,0.05,0.05,0.0575,0.0575,0.0575,0.0575,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.285,0.285,0.285,0.285,0.335,0.335,0.335,0.335,0.37,0.37,0.37,0.37,0.41,0.41,0.41,0.41,0.46,0.46,0.46,0.46
