"","1997-06-26","1997-09-26","1997-12-29","1998-03-27","1998-06-26","2002-09-27","2002-12-30","2003-03-28","2003-06-27","2003-09-29","2003-12-30","2004-03-30","2004-06-29","2004-09-29","2004-12-30","2005-03-30","2005-06-29","2005-09-29","2005-12-28","2006-03-30","2006-06-29","2006-09-28","2006-12-28","2007-03-29","2007-06-28","2007-09-27","2007-12-28","2008-03-28","2008-06-27","2008-09-29","2008-12-30","2009-03-30","2009-06-29","2009-09-29","2009-12-30","2010-03-30","2010-06-29","2010-09-29","2010-12-30","2011-03-30","2011-06-29","2011-09-29","2012-01-12","2012-04-12","2012-07-12","2012-10-11","2013-01-11","2013-04-11","2013-07-11","2013-10-10","2014-01-13","2014-04-10","2014-07-14","2014-10-10","2015-01-13","2015-04-13"
"Dividend",0.01892,0.01892,0.01892,0.01892,0.01892,0.02838,0.02838,0.02838,0.03311,0.03311,0.03311,0.03311,0.04257,0.04257,0.04257,0.04257,0.0473,0.0473,0.0473,0.0473,0.05676,0.05676,0.05676,0.05676,0.06433,0.06433,0.06433,0.06433,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.07096,0.08325,0.08325,0.08325,0.08325,0.08325,0.08231,0.08231,0.08231,0.08231,0.08231,0.08325,0.08325,0.088,0.088,0.087,0.088
