"","2002-06-04","2002-12-03","2003-05-28","2003-12-04","2004-05-19","2004-12-02","2005-05-18","2005-12-02","2006-05-18","2006-12-01","2007-05-15","2007-11-28","2008-05-20","2008-11-05","2008-11-27","2009-05-20","2009-11-27","2010-05-20","2010-11-29","2011-05-20","2011-11-29","2012-04-20","2012-11-29","2013-04-22","2013-11-28","2014-04-14","2014-12-01","2014-12-02","2015-04-21","2015-12-01","2016-04-19"
"Dividend",0.53,0.22,0.58,0.22,0.63,0.25,0.7,0.25,0.9,0.3,1.1,0.35,1.25,0.32,0.35,1.25,0.35,1.3,0.7,1.4,0.8,1.8,1.1,1.8,1.2,1.9,1.25,1.25,1.95,1.35,2.2
