"","1985-09-03","1985-12-03","1986-03-04","1986-06-03","1986-09-02","1986-12-02","1987-03-06","1987-06-05","1987-09-04","1987-12-01","1988-03-08","1988-06-07","1988-08-05","1988-09-06","1988-12-02","1989-03-07","1989-06-06","1989-09-05","1989-12-04","1990-03-06","1990-06-05","1990-09-04","1990-12-03","1991-03-05","1991-06-04","1991-09-03","1991-11-25","1992-03-10","1992-06-02","1992-09-01","1992-11-30","1993-03-09","1993-06-08","1993-09-07","1993-11-29","1994-03-08","1994-06-07","1994-09-06","1994-11-28","1995-03-07","1995-06-08","1995-09-07","1995-11-29","1996-03-07","1996-06-06","1996-09-05","1996-10-25","1996-11-26","1997-03-06","1997-06-05","1997-09-04","1997-11-25","1998-03-05","1998-06-04","1998-09-03","1998-11-24","1999-03-04","1999-06-03","1999-09-02","1999-11-23","2000-03-02","2000-06-01","2000-08-31","2000-11-21","2001-03-01","2001-05-31","2001-08-30","2001-11-20","2002-02-28","2002-05-30","2002-08-29","2002-11-20","2003-03-06","2003-05-29","2003-08-28","2003-11-19","2004-03-04","2004-06-02","2004-09-01","2004-11-24","2005-03-07","2005-06-06","2005-09-07","2005-12-07","2006-03-06","2006-06-05","2006-09-06","2006-12-06","2007-03-05","2007-06-04","2007-09-05","2007-12-05","2008-03-03","2008-06-02","2008-09-03","2008-12-03","2009-03-02","2009-06-01","2009-09-02","2009-12-02","2010-03-01","2010-05-28","2010-09-01","2010-12-01","2011-02-28","2011-05-27","2011-08-31","2011-11-30","2012-03-05","2012-06-04","2012-09-05","2012-12-05","2013-03-07","2013-06-03","2013-09-04","2013-12-04","2014-03-03","2014-06-02","2014-09-03","2014-12-03","2015-03-02","2015-06-01","2015-09-02","2015-12-02","2016-02-29","2016-05-27","2016-08-31"
"Dividend",0.08667,0.08667,0.08667,0.08667,0.095,0.095,0.095,0.095,0.11,0.11,0.11,0.11,0.5475,0.12,0.12,0.12,0.12,0.135,0.135,0.135,0.135,0.15,0.15,0.15,0.15,0.155,0.155,0.155,0.155,0.165,0.165,0.165,0.165,0.17,0.17,0.17,0.17,0.175,0.175,0.175,0.175,0.18,0.18,0.18,0.18,0.185,0.185,0.185,0.185,0.185,0.2,0.2,0.2,0.2,0.215,0.215,0.215,0.215,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.255,0.255,0.255,0.255,0.26,0.26,0.26,0.26,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.34,0.34,0.41,0.41,0.41,0.41,0.41,0.41,0.49,0.49,0.49,0.49,0.5,0.5,0.5,0.5,0.52,0.52,0.52,0.52,0.55,0.55,0.55,0.55,0.58
