"","1994-07-25","1994-11-08","1995-01-31","1995-05-11","1995-08-09","1995-08-31","1995-11-13","1996-02-12","1996-05-13","1996-08-12","1996-11-08","1997-02-10","1997-05-12","1997-08-11","1997-11-07","1998-02-09","1998-05-11","1998-08-10","1998-11-06","1999-02-08","1999-05-10","1999-08-09","1999-11-09","2000-02-07","2000-05-08","2000-08-07","2000-11-06","2001-02-12","2001-05-07","2001-08-06","2002-02-11","2002-05-06","2002-08-12","2002-11-08","2003-02-10","2003-05-12","2003-08-11","2003-11-07","2004-02-09","2004-05-10","2004-08-09","2004-11-08","2005-02-07","2005-05-09","2005-08-08","2005-11-07","2006-02-06","2006-05-08","2006-08-07","2006-11-06","2007-02-05","2007-05-07","2007-08-06","2007-11-06","2008-02-04","2008-05-05","2008-08-04","2008-11-03","2009-02-11","2011-02-24","2011-05-05","2011-08-18","2011-10-27","2012-02-15","2012-05-08","2012-08-16","2012-11-07","2013-02-07","2013-05-09","2013-08-14","2013-11-06","2014-02-06","2014-05-08","2014-08-14","2014-11-06","2015-02-05","2015-05-07","2015-08-12","2015-11-05","2016-02-04","2016-05-05","2016-08-11"
"Dividend",0.00952,0.00952,0.00952,0.0119,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.025,0.025,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.35,0.35,0.35,0.35,0.35
