"","1990-06-12","1990-12-12","1991-06-11","1991-12-16","1992-06-16","1992-12-15","1993-06-15","1993-12-14","1994-06-14","1994-12-14","1995-06-16","1995-12-20","1996-06-06","1996-12-13","1997-06-18","1997-12-17","1998-06-17","1998-12-23","1999-06-25","1999-12-20","2000-06-21","2000-12-20","2001-06-20","2001-12-19","2002-06-18","2002-12-19","2003-06-17","2003-12-18","2004-06-28","2004-12-16","2005-06-13","2005-09-14","2005-12-13","2006-03-15","2006-06-15","2006-09-20","2006-12-13","2007-03-13","2007-06-20","2007-09-10","2007-12-12","2008-03-12","2008-06-13","2008-09-18","2008-11-28","2009-02-12","2009-05-27","2009-08-06","2009-11-13","2010-02-11","2010-05-26","2010-08-05","2010-12-09","2011-02-10","2011-05-19","2011-08-12","2011-11-18","2012-02-10","2012-05-18","2012-08-10","2012-11-16","2013-02-19","2013-05-21","2013-08-20","2013-11-19","2014-02-18","2014-05-27","2014-08-19","2014-11-18","2015-02-17","2015-05-26","2015-08-25","2015-11-17","2016-02-16","2016-05-24","2016-08-23"
"Dividend",0.01481,0.01481,0.01481,0.01481,0.01481,0.01481,0.02074,0.02074,0.02963,0.02963,0.02963,0.03111,0.03111,0.03333,0.03333,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.255,0.255
