"","1987-09-04","1987-12-07","1988-03-14","1988-06-13","1988-09-12","1988-12-12","1989-03-01","1989-06-12","1989-09-11","1989-12-11","1990-03-12","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-09","1991-12-09","1992-03-09","1992-06-08","1992-09-04","1992-12-07","1993-03-08","1993-06-07","1993-09-03","1993-12-06","1994-03-07","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-06","1995-12-06","1996-03-06","1996-06-05","1996-09-04","1996-12-13","1997-03-18","1997-06-16","1997-09-18","1997-12-18","1998-03-18","1998-06-15","1998-09-17","1998-12-17","1999-03-18","1999-06-14","1999-09-16","1999-12-16","2000-03-16","2000-06-14","2000-09-14","2000-12-14","2001-03-15","2001-06-13","2001-09-17","2001-12-13","2002-03-14","2002-06-12","2002-09-12","2002-12-12","2003-03-13","2003-06-11","2003-09-11","2003-12-11","2004-03-11","2004-06-10","2004-09-09","2004-12-09","2005-03-10","2005-06-09","2005-09-08","2005-12-08","2006-03-09","2006-06-08","2006-09-07","2006-12-07","2007-03-08","2007-06-07","2007-09-06","2007-12-06","2008-03-06","2008-06-05","2008-09-04","2008-12-04","2009-03-05","2009-06-04","2009-09-03","2009-12-03","2010-03-04","2010-06-03","2010-09-02","2010-12-02","2011-03-03","2011-06-02","2011-09-01","2011-12-01","2012-03-01","2012-05-31","2012-08-30","2012-12-06","2013-02-28","2013-05-30","2013-08-29","2013-12-12","2014-02-27","2014-05-29","2014-08-28","2014-12-11","2015-02-26","2015-05-28","2015-09-03","2015-12-07","2016-03-03","2016-06-02","2016-09-01"
"Dividend",0.00063,0.00157,0.00157,0.00157,0.00157,0.00235,0.00235,0.00235,0.00235,0.00313,0.00313,0.00313,0.00313,0.00438,0.00057,0.00057,0.00057,6e-04,6e-04,6e-04,6e-04,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00078,0.00097,0.00097,0.00097,0.00097,0.00238,0.00238,0.00238,0.00238,0.00625,0.00625,0.00625,0.00625,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.06,0.0075,0.0075,0.0075,0.0075,0.00875,0.00875,0.00875,0.00875,0.0125,0.0125,0.0125,0.0125,0.01563,0.01563,0.01563,0.01563,0.01938,0.01938,0.01938,0.01938,0.02313,0.02313,0.04625,0.04625,0.0575,0.0575,0.0575,0.0575,0.0625,0.0625,0.0625,0.0625,0.0675,0.0675,0.0675,0.0675,0.0775,0.0775,0.0775,0.0775,0.09,0.09,0.09,0.09,0.105,0.105,0.105,0.105,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16
