"","1988-01-05","1988-04-05","1988-07-05","1988-10-04","1989-01-05","1989-04-05","1989-07-05","1989-10-04","1990-01-05","1990-04-05","1990-07-05","1990-10-04","1991-01-07","1991-04-05","1991-07-05","1991-10-07","1992-01-07","1992-04-07","1992-07-07","1992-10-06","1993-01-05","1993-04-05","1993-07-06","1993-10-05","1994-04-05","1994-07-05","1994-10-04","1995-01-05","1995-04-05","1995-07-07","1995-10-06","1996-01-09","1996-04-09","1996-07-09","1996-10-09","1997-01-08","1997-04-09","1997-07-09","1997-10-08","1998-01-07","1998-04-07","1998-07-08","1998-10-07","1999-01-07","1999-04-08","1999-07-08","1999-10-07","2000-01-06","2000-04-06","2000-07-06","2000-10-12","2001-01-04","2001-04-05","2001-07-05","2001-10-11","2002-01-03","2002-04-05","2002-07-05","2002-10-10","2003-01-02","2003-04-07","2003-07-07","2003-10-10","2003-12-31","2004-04-06","2004-07-02","2004-10-13","2005-03-11","2005-04-05","2005-07-05","2005-10-13","2006-01-05","2006-04-05","2006-07-05","2006-10-12","2007-01-22","2007-04-03","2007-07-03","2007-10-11","2008-01-24","2008-04-04","2008-07-03","2008-10-14","2009-01-28","2009-04-07","2009-07-08","2009-10-07","2010-01-27","2010-04-07","2010-07-07","2010-10-06","2011-01-26","2011-04-06","2011-07-07","2011-10-06","2012-01-26","2012-04-05","2012-07-09","2012-10-09","2013-01-24","2013-04-08","2013-07-09","2013-10-09","2014-01-27","2014-04-08","2014-07-09","2014-10-08","2015-01-22","2015-04-08","2015-07-08","2015-10-07","2016-01-21","2016-04-06","2016-07-07"
"Dividend",0.1,0.1,0.1,0.10417,0.10417,0.10417,0.10417,0.10417,0.10417,0.10417,0.10833,0.10833,0.10833,0.10833,0.10833,0.10833,0.10833,0.10833,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.12083,0.12083,0.12083,0.12083,0.12083,0.13333,0.13333,0.13333,0.13333,0.15,0.15,0.15,0.16667,0.16667,0.16667,0.16667,0.2,0.2,0.2,0.2,0.225,0.225,0.225,0.225,0.25,0.25,0.25,0.25,0.265,0.265,0.265,0.265,0.28,0.28,0.28,0.28,0.31,0.31,0.31,0.31,0.34,0.34,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.31,0.31,0.31,0.31,0.34
