"","2005-08-12","2006-05-30","2006-08-11","2007-05-30","2007-08-10","2008-05-22","2008-11-24","2009-05-06","2009-12-15","2010-05-05","2010-11-10","2011-05-04","2011-11-10","2012-04-25","2012-09-25","2013-04-25","2013-11-15","2014-04-30","2014-10-10","2014-10-13","2015-04-30","2015-10-13","2016-05-05"
"Dividend",0.54,0.68,0.59,1.1,0.3,1.26,0.8,0.6,0.8,0.67,0.83,0.67,0.83,0.67,0.83,0.67,0.83,0.67,0.5,0.5,0.5,0.5,0.5
