"","1990-06-05","1990-09-04","1991-03-05","1991-06-04","1991-07-09","1991-09-03","1992-03-03","1992-06-02","1992-09-08","1992-12-08","1993-03-02","1993-06-08","1993-07-12","1993-09-07","1993-12-07","1994-03-08","1994-06-08","1994-09-12","1994-12-09","1995-03-13","1995-06-14","1995-07-12","1995-09-13","1995-12-12","1996-03-13","1996-06-12","1996-07-12","1996-09-12","1996-12-12","1997-03-13","1997-06-12","1997-07-11","1997-09-12","1997-12-12","1998-03-13","1998-06-11","1998-09-14","1998-12-14","1999-03-15","1999-06-14","1999-09-14","1999-12-14","2000-03-14","2000-06-14","2000-09-13","2000-12-13","2001-03-14","2001-06-13","2001-12-13","2002-03-13","2002-06-12","2002-09-18","2002-12-18","2003-03-17","2003-06-12","2003-09-17","2003-12-17","2004-03-17","2004-06-16","2004-09-15","2004-12-15","2005-03-15","2005-06-14","2005-09-14","2005-12-14","2006-03-15","2006-06-14","2006-09-13","2006-12-13","2007-03-13","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-10","2008-12-10","2009-03-11","2009-06-10","2009-09-09","2009-12-16","2010-03-16","2010-06-15","2010-09-15","2010-12-16","2011-03-16","2011-06-15","2011-09-15","2011-12-16","2012-03-15","2012-06-14","2012-09-13","2012-12-14","2013-03-14","2013-06-13","2013-09-13","2013-12-17","2014-03-14","2014-06-13","2014-09-15","2014-12-17","2015-03-16","2015-06-15","2015-09-15","2015-12-17","2016-03-16","2016-06-15","2016-09-15"
"Dividend",0.08027,0.07948,0.07948,0.08345,0.07948,0.07948,0.07948,0.07948,0.08941,0.08941,0.08941,0.10928,0.09935,0.09935,0.09935,0.09935,0.09935,0.12418,0.12418,0.12418,0.12418,0.11798,0.12418,0.12418,0.12418,0.12418,0.12431,0.1366,0.1366,0.1366,0.1366,0.13674,0.15026,0.15026,0.15026,0.15026,0.16529,0.16529,0.16529,0.16529,0.18182,0.18182,0.18182,0.18182,0.2,0.2,0.2,0.2,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.175,0.175,0.175,0.175,0.2,0.2,0.2,0.215,0.215,0.215,0.25,0.25,0.25,0.25,0.265,0.265,0.265,0.265,0.265,0.133,0.133,0.133,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07
