"","1999-11-24","2000-02-24","2000-05-25","2000-08-24","2000-11-22","2001-02-22","2001-05-25","2001-08-24","2001-11-23","2002-02-25","2002-05-23","2002-08-22","2002-11-21","2003-02-20","2003-05-15","2003-08-21","2003-11-20","2004-02-19","2004-05-13","2004-08-19","2004-11-24","2005-02-17","2005-05-12","2005-08-18","2005-11-23","2006-02-16","2006-05-11","2006-08-17","2006-11-22","2007-02-15","2007-05-17","2007-09-06","2007-11-15","2008-02-07","2008-05-15","2008-08-21","2008-11-13","2009-02-19","2009-05-14","2009-08-20","2009-11-12","2010-02-11","2010-05-13","2010-08-12","2010-11-10","2011-02-10","2011-05-12","2011-08-18","2011-11-09","2012-02-16","2012-05-10","2012-08-16","2012-11-15","2013-02-21","2013-05-09","2013-08-15","2013-11-14","2014-02-20","2014-05-15","2014-08-14","2014-11-13","2015-02-19","2015-05-14","2015-08-13","2015-11-12","2016-02-18","2016-05-12","2016-08-12"
"Dividend",0.3,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.21,0.21,0.25,0.25,0.28,0.28,0.28,0.28,0.33,0.33,0.33,0.33,0.38,0.38,0.38,0.38,0.42,0.42,0.42,0.42,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.47,0.47,0.47,0.47,0.52,0.52,0.52,0.52,0.57,0.57,0.57,0.57,0.62,0.62,0.62,0.62,0.67,0.67,0.67,0.67,0.73,0.73,0.73,0.73,0.78,0.78,0.78
