"","1983-06-29","1983-09-29","1983-12-29","1984-03-30","1984-06-28","1984-09-28","1984-12-28","1985-03-29","1985-06-27","1985-09-30","1985-12-27","1986-06-27","1986-09-29","1986-12-26","1987-03-30","1987-06-26","1987-09-28","1987-12-28","1988-03-28","1988-06-28","1988-09-27","1988-12-29","1989-03-30","1989-06-28","1989-09-29","1989-12-29","1990-03-30","1990-06-28","1990-09-28","1990-12-28","1991-04-01","1991-06-28","1991-09-30","1991-12-27","1992-03-30","1992-06-26","1992-09-28","1992-12-28","1993-03-29","1993-06-28","1993-09-28","1993-12-28","1994-03-28","1994-06-28","1994-09-27","1994-12-27","1995-03-28","1995-06-29","1995-09-28","1995-12-28","1996-03-28","1996-06-27","1996-09-27","1996-12-30","1997-03-27","1997-06-27","1997-09-29","1997-12-30","1998-03-30","1998-06-29","1998-09-29","1998-12-30","1999-03-30","1999-06-29","1999-09-29","1999-12-31","2000-03-30","2000-06-29","2000-09-28","2000-12-28","2001-03-29","2001-06-28","2001-09-27","2001-12-28","2002-03-27","2002-06-27","2002-09-27","2002-12-30","2003-03-28","2003-06-27","2003-09-29","2003-12-30","2004-03-30","2004-06-29","2004-09-29","2004-12-30","2005-03-30","2005-06-29","2005-09-29","2005-12-29","2006-03-30","2006-06-29","2006-09-28","2006-12-28","2007-03-29","2007-06-28","2007-09-27","2007-12-28","2008-03-28","2008-06-27","2008-09-29","2008-12-30","2009-03-30","2009-06-29","2009-09-29","2009-12-30","2010-03-30","2010-06-29","2010-09-29","2010-12-30","2011-03-30","2011-06-29","2011-09-29","2011-12-29","2012-03-29","2012-06-28","2012-09-27","2012-12-28","2013-03-27","2013-06-27","2013-09-27","2013-12-30","2014-03-28","2014-06-27","2014-09-29","2014-12-30","2015-03-30","2015-06-29","2015-09-29","2015-12-30","2016-03-30","2016-06-29"
"Dividend",0.03125,0.03125,0.03125,0.03125,0.03125,0.0375,0.0375,0.0375,0.0375,0.04625,0.04625,0.05,0.05,0.05,0.05,0.0625,0.0625,0.0625,0.0625,0.075,0.075,0.075,0.075,0.0825,0.0825,0.0825,0.0825,0.09,0.09,0.09,0.09,0.0975,0.0975,0.0975,0.1,0.1075,0.1075,0.1075,0.1075,0.115,0.115,0.115,0.115,0.1225,0.1225,0.1225,0.1225,0.13,0.13,0.13,0.13,0.1375,0.1375,0.1375,0.1375,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.29,0.29,0.29,0.32,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.38,0.38,0.38,0.38,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.49,0.49,0.49,0.49,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.64,0.71,0.71,0.71,0.71,0.77,0.77,0.77,0.77,0.81,0.81,0.81,0.81,0.86,0.86
