"","2002-11-05","2003-02-05","2003-05-06","2003-08-06","2003-11-06","2004-02-10","2004-05-11","2004-08-06","2004-11-10","2005-02-09","2005-05-11","2005-08-10","2005-11-01","2006-01-31","2006-05-05","2006-08-01","2006-11-06","2007-02-12","2007-05-08","2007-08-07","2007-11-02","2008-02-05","2008-05-08","2008-08-05","2008-11-12","2009-02-11","2009-05-19","2009-08-18","2009-11-16","2010-02-16","2010-05-17","2010-08-17","2010-11-16","2010-12-09","2011-05-17","2011-08-16","2011-11-17","2012-02-16","2012-05-15","2012-08-20","2012-11-19","2013-02-19","2013-05-17","2013-08-19","2013-11-19","2014-02-19","2014-05-19","2014-08-19","2014-11-19","2015-02-19","2015-05-19","2015-09-09","2015-11-18","2016-02-18","2016-05-19","2016-08-18"
"Dividend",0.02,0.02,0.024,0.024,0.03,0.035,0.04,0.046,0.052,0.07,0.095,0.125,0.16,0.19,0.215,0.235,0.25,0.265,0.28,0.295,0.31,0.32,0.33,0.338,0.339,0.339,0.339,0.339,0.34,0.341,0.342,0.343,0.344,0.345,0.346,0.347,0.348,0.349,0.35,0.351,0.352,0.353,0.353,0.354,0.354,0.355,0.356,0.356,0.357,0.357,0.358,0.358,0.359,0.359,0.36,0.36
