"","1972-06-06","1972-09-08","1972-12-08","1973-03-06","1973-06-06","1973-09-10","1973-12-11","1974-03-07","1974-06-06","1974-09-09","1974-12-10","1975-03-06","1975-06-06","1975-09-08","1975-12-09","1976-03-08","1976-06-07","1976-09-03","1976-12-07","1977-03-07","1977-06-06","1977-09-02","1977-12-06","1978-03-06","1978-06-05","1978-09-01","1978-12-05","1979-03-05","1979-06-04","1979-08-31","1979-12-04","1980-03-04","1980-06-03","1980-09-03","1980-12-09","1981-03-03","1981-06-03","1981-09-08","1981-12-09","1982-03-09","1982-06-07","1982-09-07","1982-12-13","1983-03-08","1983-06-06","1983-09-06","1983-12-12","1984-03-07","1984-06-12","1984-09-10","1984-12-05","1985-03-05","1985-06-04","1988-11-03","1989-02-06","1989-05-08","1989-08-07","1989-11-06","1990-02-05","1990-05-07","1990-08-06","1990-11-09","1991-02-04","1991-05-06","1991-08-05","1991-11-04","1992-02-10","1992-05-04","1992-08-10","1992-11-02","1993-02-05","1993-05-03","1993-08-09","1993-11-03","1994-02-04","1994-05-02","1994-08-08","1994-11-04","1995-02-06","1995-05-08","1995-08-09","1995-11-08","1996-02-07","1996-05-08","1996-08-05","1996-11-04","1997-02-10","1997-05-12","1997-08-11","1997-11-07","1998-02-09","1998-05-11","1998-08-10","1998-11-09","1999-02-08","1999-05-10","1999-08-09","1999-11-08","2000-02-11","2000-05-12","2000-08-10","2000-11-08","2001-02-09","2001-05-11","2001-08-10","2001-11-08","2002-02-07","2002-05-10","2002-08-09","2002-11-07","2003-02-07","2003-05-09","2003-08-08","2003-11-07","2004-02-09","2004-05-10","2004-08-10","2004-11-15","2005-02-09","2005-05-10","2005-08-10","2005-11-08","2006-02-08","2006-05-09","2006-08-11","2006-11-08","2007-02-07","2007-05-08","2007-08-08","2007-11-07","2008-02-06","2008-05-07","2008-08-06","2008-11-07","2009-02-09","2009-05-11","2009-08-10","2009-11-09","2010-02-09","2010-05-10","2010-08-10","2010-11-09","2011-02-08","2011-05-10","2011-08-09","2011-11-08","2012-02-07","2012-05-08","2012-08-07","2012-11-06","2013-02-12","2013-05-07","2013-08-06","2013-11-05","2014-02-11","2014-05-13","2014-08-12","2014-11-10","2015-02-10","2015-05-12","2015-08-11","2015-11-09","2016-02-09","2016-05-10","2016-08-09"
"Dividend",0.265,0.265,0.275,0.275,0.275,0.3,0.3,0.3,0.3,0.315,0.315,0.315,0.315,0.315,0.33,0.33,0.33,0.33,0.345,0.345,0.345,0.345,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.38,0.395,0.395,0.395,0.395,0.405,0.405,0.405,0.405,0.415,0.415,0.415,0.415,0.425,0.425,0.425,0.425,0.435,0.435,0.435,0.435,0.445,0.445,0.445,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.315,0.315,0.315,0.315,0.33,0.33,0.33,0.33,0.35,0.35,0.35,0.45,0.45,0.45,0.45,0.45,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.85,0.85,0.85,0.85
