"","1985-01-16","1985-04-16","1985-07-17","1985-10-21","1986-01-17","1986-04-15","1986-07-17","1986-10-15","1987-01-20","1987-04-20","1987-07-20","1987-10-20","1988-01-19","1988-04-19","1988-07-19","1988-10-18","1989-01-17","1989-04-18","1989-07-18","1989-10-18","1990-01-16","1990-04-20","1990-07-17","1990-10-18","1991-01-15","1991-04-19","1991-07-17","1991-10-16","1992-01-14","1992-04-20","1992-07-20","1992-10-20","1993-01-19","1993-04-19","1993-07-20","1993-10-19","1994-01-18","1994-04-19","1994-07-19","1994-10-18","1995-01-18","1995-04-18","1995-07-20","1995-10-20","1996-01-19","1996-04-18","1996-07-19","1996-10-16","1997-10-21","1998-01-21","1998-04-21","1998-07-21","1998-10-21","1999-01-20","1999-04-21","1999-07-20","1999-10-20","2000-01-20","2000-04-20","2000-07-20","2000-10-19","2001-01-19","2001-04-20","2001-07-19","2001-10-18","2002-01-18","2002-04-19","2002-07-18","2002-10-17","2003-01-21","2003-04-17","2003-07-17","2003-10-17","2004-01-20","2004-04-21","2004-07-20","2004-10-20","2005-01-20","2005-04-20","2005-07-19","2005-10-19","2006-01-19","2006-04-20","2006-07-19","2006-10-18","2007-01-18","2007-04-20","2007-07-19","2007-10-18","2008-01-17","2008-04-17","2008-07-17","2008-10-17","2009-01-21","2009-04-20","2009-07-21","2009-10-20","2010-01-20","2010-04-21","2010-07-20","2010-10-20","2011-01-19","2011-04-19","2011-07-20","2011-10-19","2012-01-19","2012-04-19","2012-07-19","2012-10-18","2013-01-22","2013-04-19","2013-07-18","2013-10-17","2014-01-21","2014-04-17","2014-07-17","2014-10-21","2015-01-20","2015-04-22","2015-07-21","2015-10-20","2016-01-20","2016-04-20","2016-07-19"
"Dividend",0.045,0.045,0.045,0.045,0.04875,0.04875,0.04875,0.04875,0.055,0.055,0.055,0.055,0.06563,0.06563,0.06563,0.06563,0.08125,0.08125,0.08125,0.08125,0.08875,0.08875,0.08875,0.08875,0.09,0.09,0.09,0.09,0.0925,0.0925,0.0925,0.0925,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.0275,0.0275,0.0275,1.475,0.0275,0.0275,0.0275,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.0335,0.033,0.033,0.034,0.0365,0.0365,0.036,0.036,0.039,0.039,0.039,0.039,0.049,0.06,0.06,0.06,0.06,0.06,0.069,0.069,0.076,0.076,0.076,0.076,0.088,0.088,0.088,0.088,0.125,0.125,0.125,0.125,0.163,0.163,0.163,0.163,0.225,0.225,0.225,0.225,0.275,0.275,0.275,0.275,0.35,0.35,0.35,0.35,0.425,0.425,0.425
