"","1992-04-29","1992-07-29","1992-10-28","1993-01-26","1993-04-30","1993-07-28","1993-10-27","1994-01-31","1994-05-02","1994-08-01","1994-10-31","1995-01-30","1995-05-01","1995-08-02","1995-11-01","1996-01-31","1996-05-01","1996-07-31","1996-10-30","1997-01-30","1997-05-01","1997-07-31","1997-10-30","1998-01-30","1998-05-01","1998-07-31","1998-10-30","1999-01-29","1999-04-30","1999-07-30","1999-10-29","2000-01-28","2000-04-28","2000-07-28","2000-10-27","2001-01-29","2001-04-27","2001-07-27","2001-10-29","2002-01-29","2002-04-26","2002-07-29","2002-10-29","2003-01-29","2003-04-28","2003-07-29","2003-10-30","2004-01-28","2004-04-28","2004-07-28","2004-10-28","2005-01-27","2005-04-27","2005-07-27","2005-10-27","2006-01-27","2006-04-26","2006-07-27","2006-10-27","2007-01-29","2007-05-02","2007-08-01","2007-10-31","2008-01-29","2008-04-30","2008-07-30","2008-11-06","2009-02-05","2009-05-07","2009-08-06","2009-11-05","2010-02-04","2010-05-06","2010-08-05","2010-11-04","2011-02-04","2011-05-06","2011-08-05","2011-11-04","2012-02-03","2012-05-04","2012-08-03","2012-11-02","2013-02-01","2013-05-03","2013-08-02","2013-11-07","2014-02-06","2014-05-08","2014-08-07","2014-11-06","2015-02-06","2015-05-08","2015-08-07","2015-11-06","2016-02-05","2016-05-06","2016-08-05"
"Dividend",0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495,0.5,0.505,0.51,0.515,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.525,0.53,0.535,0.54,0.545,0.55,0.555,0.56,0.565,0.57,0.575,0.58,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.64,0.64,0.64,0.299,0.66,0.66,0.66,0.66,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.69,0.69,0.69,0.715,0.715,0.715,0.74,0.74,0.74,0.74,0.765,0.765,0.765,0.765,0.795,0.795,0.795,0.795,0.825,0.825,0.825,0.825,0.86,0.86,0.86
