"","2002-07-26","2002-09-25","2003-07-24","2005-07-21","2005-09-27","2006-07-21","2006-09-26","2007-08-01","2007-09-25","2008-08-01","2009-05-04","2009-11-02","2010-05-03","2010-11-02","2011-05-02","2011-11-02","2012-05-02","2012-11-02","2013-05-02","2013-11-04","2014-05-02","2014-11-03","2015-05-04","2015-11-03","2016-04-27","2016-04-28"
"Dividend",0.111358,24.691401,0.146914,0.37037,7.40741,0.64203,10.4938,0.853642,10.4938,1.05,0.451,0.5,0.486,0.486,0.8,0.6,0.9,0.7,1.1,0.8,1.21,0.142,0.26,0.142,0.3,0.3
