"","1998-04-16","1998-06-24","1998-09-23","1998-12-24","1999-04-01","1999-06-23","1999-09-22","1999-12-29","2000-03-29","2000-06-22","2000-09-21","2000-12-27","2001-03-28","2001-06-27","2001-09-26","2001-12-26","2002-04-02","2002-06-25","2002-09-23","2002-12-23","2003-03-31","2003-06-23","2003-09-29","2003-12-22","2004-03-30","2004-06-22","2004-09-07","2004-12-14","2005-03-29","2005-06-21","2005-09-06","2005-12-13","2006-03-29","2006-06-20","2006-08-30","2006-12-05","2007-03-28","2007-06-19","2007-09-04","2007-12-04","2008-04-01","2008-06-24","2008-09-09","2008-11-26","2009-03-30","2010-02-17","2010-05-19","2010-08-17","2010-11-16","2011-02-23","2011-05-18","2011-08-16","2011-11-25","2012-02-22","2012-05-16","2012-08-21","2012-11-20","2013-02-27","2013-05-22","2013-08-20","2013-11-19","2014-02-26","2014-05-21","2014-08-19","2014-11-18","2015-02-25","2015-05-20","2015-08-18","2015-11-17","2016-02-23","2016-05-18","2016-09-21"
"Dividend",0.02097,0.02331,0.02331,0.02331,0.02331,0.0261,0.02564,0.02564,0.02564,0.02797,0.02797,0.02797,0.02797,0.0303,0.0303,0.0303,0.0303,0.03263,0.03263,0.03263,0.03263,0.03496,0.03496,0.03496,0.03496,0.03962,0.03962,0.03962,0.03962,0.04894,0.04894,0.04894,0.04894,0.05873,0.05873,0.05873,0.05873,0.06992,0.06992,0.06992,0.06992,0.08203,0.08203,0.08203,0.08203,0.0377,0.0377,0.0377,0.08294,0.08294,0.09425,0.09425,0.1,0.1,0.13,0.13,0.13,0.13,0.17,0.17,0.17,0.17,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3
