"","1984-08-14","1984-11-08","1985-02-22","1985-05-13","1985-08-13","1985-11-08","1986-02-10","1986-05-20","1986-08-11","1986-11-07","1987-02-17","1987-05-11","1987-08-11","1987-11-06","1988-02-12","1988-05-17","1988-08-09","1988-11-08","1989-02-21","1989-05-16","1989-08-09","1989-11-09","1990-02-20","1990-05-15","1990-08-09","1990-11-08","1991-02-19","1991-05-15","1991-08-09","1991-11-08","1992-02-14","1992-05-19","1992-08-10","1992-11-09","1993-02-16","1993-05-18","1993-08-10","1993-11-16","1994-02-14","1994-05-16","1994-08-09","1994-11-15","1995-02-13","1995-05-15","1995-08-14","1995-11-16","1996-02-26","1996-05-15","1996-08-06","1996-11-18","1997-02-19","1997-05-19","1997-08-18","1997-11-17","1998-02-18","1998-05-20","1998-08-12","1998-11-10","1999-02-17","1999-05-19","1999-08-18","1999-11-10","2000-02-16","2000-05-18","2000-08-17","2000-11-17","2001-02-15","2001-05-17","2001-08-23","2001-11-14","2002-02-15","2002-05-21","2002-08-16","2002-11-18","2003-02-18","2003-05-19","2003-08-18","2003-11-18","2004-02-19","2004-05-26","2004-08-12","2004-11-12","2005-02-17","2005-05-25","2005-08-18","2005-11-17","2006-02-17","2006-05-26","2006-08-29","2006-11-28","2007-02-26","2007-05-29","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-25","2009-02-25","2009-05-27","2009-08-27","2009-11-25","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-02-24","2011-05-26","2011-08-29","2011-11-28","2012-02-27","2012-05-29","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-25","2015-02-25","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.125,0.125,0.125,0.125,0.125,0.15,0.175,0.175,0.175,0.21,0.02625,0.02625,0.02625,0.02625,0.03125,0.03125,0.0375,0.0375,0.0475,0.0475,0.055,0.0625,0.0625,0.0625,0.0625,0.0625,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.18,0.18,1.433,0.18,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.105,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.19,0.19,0.19
