"","2006-02-24","2006-06-01","2006-08-29","2006-11-28","2007-03-05","2007-05-31","2007-09-12","2007-11-28","2008-02-29","2008-05-30","2008-08-29","2008-12-02","2009-03-09","2009-06-08","2009-09-08","2009-12-09","2010-03-09","2010-06-08","2010-09-08","2010-12-08","2011-03-09","2011-06-08","2011-09-07","2011-12-07","2012-03-08","2012-06-07","2012-09-06","2012-12-07","2013-03-07","2013-06-06","2013-09-06","2013-12-09","2014-03-07","2014-06-06","2014-09-08","2014-12-09","2015-03-09","2015-06-08","2015-09-08","2015-12-09","2016-03-09","2016-06-08","2016-09-07"
"Dividend",0.16,0.18,0.2,0.2,0.22,0.22,0.25,0.25,0.25,0.27,0.27,0.27,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.18
