"","1995-10-05","1996-04-08","1996-10-08","1997-04-08","1997-10-08","1998-04-07","1998-10-07","1999-04-07","1999-10-06","2000-04-06","2000-10-05","2001-04-06","2001-10-05","2002-04-08","2002-10-08","2003-04-08","2003-10-08","2004-04-06","2004-10-06","2005-04-06","2005-10-05","2006-04-06","2006-10-06","2007-04-05","2007-07-06","2007-10-05","2008-01-08","2008-04-08","2008-07-08","2008-10-08","2009-01-07","2009-04-07","2009-07-08","2009-10-07","2010-01-06","2010-04-07","2010-07-07","2010-10-06","2011-01-06","2011-04-06","2011-07-07","2011-10-06","2012-01-06","2012-04-05","2012-07-06","2012-10-05","2013-01-08","2013-04-08","2013-07-08","2013-10-08","2014-01-08","2014-04-08","2014-07-08","2014-10-08","2015-01-07","2015-04-08","2015-07-08","2015-10-07","2016-01-06","2016-04-07","2016-07-07"
"Dividend",0.02667,0.01333,0.02667,0.02667,0.02667,0.02667,0.02667,0.01333,0.02667,0.02667,0.02667,0.02667,0.02667,0.02667,0.04,0.04,0.04,0.04,0.04,0.04,0.2,0.2,0.23,0.23,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.32,0.43,0.43,0.43,0.43,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.5,0.5,0.56
